房屋信息,房屋价格,房屋位置,房屋单价
绿庭苑  | 3室2厅 | 149.17平米 | 北 | 简装,940,体育中心,单价63016元/平米
汇景新城维纶特莱  | 4室2厅 | 202.36平米 | 南 北 | 其他 | 有电梯,1130,五山,单价55842元/平米
方圆月岛  | 6室2厅 | 354平米 | 东 | 精装,2600,珠江新城中,单价73447元/平米
黄华路  | 2室1厅 | 65平米 | 南 北 | 其他,280,建设路,单价43077元/平米
跑马地花园  | 5室2厅 | 203.68平米 | 西南 | 简装 | 有电梯,910,珠江新城东,单价44678元/平米
华南碧桂园怡翠苑   | 独栋别墅 | 4室2厅 | 184.8平米 | 东北 | 精装 | 无电梯,920,华南,单价49784元/平米
中兴花园  | 4室2厅 | 57平米 | 南 | 其他 | 有电梯,260,东圃,单价45615元/平米
春江花园  | 1室1厅 | 44.13平米 | 西 | 精装,175,棠下,单价39656元/平米
祈福新村C区  | 3室2厅 | 85平米 | 北 | 其他,230,祈福,单价27059元/平米
怡乐路  | 2室1厅 | 76.25平米 | 南 | 其他 | 无电梯,220,新港西,单价28853元/平米
荔港南湾  | 3室2厅 | 121平米 | 西南 | 简装,510,南岸路,单价42149元/平米
黄埔新村黄埔雅苑  | 3室2厅 | 82.95平米 | 南 北 | 其他 | 有电梯,310,区府,单价37372元/平米
淘金路  | 2室1厅 | 63.01平米 | 南 北 | 简装 | 无电梯,305,淘金,单价48406元/平米
金麓山庄  | 3室1厅 | 74.26平米 | 南 | 简装 | 有电梯,360,麓景,单价48479元/平米
瑞心苑  | 3室2厅 | 108平米 | 西南 | 简装 | 有电梯,520,粤垦,单价48149元/平米
恒宝华庭  | 2室1厅 | 65.23平米 | 东 | 简装 | 有电梯,350,西关,单价53657元/平米
广利路  | 2室1厅 | 71.28平米 | 南 北 | 精装 | 无电梯,320,天河南,单价44894元/平米
华景新城陶然庭园  | 2室2厅 | 76平米 | 西北 | 其他 | 有电梯,400,华景新城,单价52632元/平米
东晖花园  | 2室1厅 | 69.69平米 | 东北 | 精装,450,天河公园,单价64572元/平米
富力桃园  | 3室2厅 | 127平米 | 东北 | 其他 | 有电梯,440,罗冲围,单价34646元/平米
华南碧桂园翠云山  | 3室2厅 | 107平米 | 南 | 其他 | 有电梯,330,华南,单价30842元/平米
棠德花园  | 2室1厅 | 56.52平米 | 北 | 精装 | 无电梯,200,棠下,单价35386元/平米
都市兰亭花园  | 2室2厅 | 80.82平米 | 北 | 其他 | 有电梯,465,员村,单价57536元/平米
富力千禧花园  | 2室2厅 | 80平米 | 东南 | 简装,430,新港西,单价53750元/平米
石化生活区  | 2室1厅 | 57.24平米 | 南 北 | 简装 | 无电梯,145,区府,单价25332元/平米
福龙苑  | 2室2厅 | 78.6平米 | 东 | 其他 | 无电梯,270,东莞庄,单价34352元/平米
金麓山庄  | 3室1厅 | 74.26平米 | 南 | 简装 | 有电梯,360,麓景,单价48479元/平米
广利路  | 2室1厅 | 71.28平米 | 南 北 | 精装 | 无电梯,320,天河南,单价44894元/平米
瑞心苑  | 3室2厅 | 108平米 | 西南 | 简装 | 有电梯,520,粤垦,单价48149元/平米
恒宝华庭  | 2室1厅 | 65.23平米 | 东 | 简装 | 有电梯,350,西关,单价53657元/平米
嘉仕花园东区  | 2室1厅 | 62.47平米 | 西南 | 精装 | 有电梯,380,滨江东,单价60830元/平米
文苑花园  | 3室2厅 | 96.92平米 | 西南 | 简装,518,天润路,单价53447元/平米
华侨城  | 3室2厅 | 113.4平米 | 西 | 其他 | 有电梯,245,市桥,单价21605元/平米
恒骏花园  | 3室2厅 | 93.54平米 | 南 | 精装 | 有电梯,450,同和,单价48108元/平米
东湖映月  | 2室2厅 | 71平米 | 北 | 其他 | 有电梯,220,白云大道北,单价30986元/平米
圣雅堡  | 3室2厅 | 103平米 | 南 | 其他 | 有电梯,225,罗冲围,单价21845元/平米
金道花园  | 3室2厅 | 70.6平米 | 南 | 其他 | 无电梯,170,鹤洞,单价24080元/平米
云景花园云景苑  | 3室1厅 | 87.33平米 | 东北 | 其他 | 有电梯,350,同和,单价40078元/平米
广州雅居乐花园一尺山居  | 3室2厅 | 103平米 | 东北 | 精装 | 有电梯,391,华南,单价37962元/平米
丽安大厦  | 3室1厅 | 110.52平米 | 西 | 其他,420,荔湾路,单价38003元/平米
南国奥林匹克花园北奥二路  | 3室2厅 | 138平米 | 西南 | 其他,410,华南,单价29711元/平米
祈福新村翠湖居  | 3室2厅 | 106平米 | 北 | 简装 | 无电梯,300,祈福,单价28302元/平米
南国奥林匹克花园悉尼  | 3室2厅 | 124.1平米 | 南 北 | 其他,400,华南,单价32233元/平米
东怡新区东信园  | 3室2厅 | 108.8平米 | 北 | 其他 | 无电梯,265,市桥,单价24357元/平米
恒荔湾畔  | 3室2厅 | 97平米 | 西南 | 简装 | 有电梯,570,芳村大道,单价58763元/平米
南国奥林匹克花园悉尼  | 3室2厅 | 122.5平米 | 南 北 | 其他 | 有电梯,405,华南,单价33062元/平米
心江南  | 3室2厅 | 84.07平米 | 北 | 其他 | 有电梯,330,江燕路,单价39254元/平米
荟雅苑  | 3室2厅 | 105平米 | 北 | 其他 | 有电梯,680,天河北,单价64762元/平米
恒荔湾畔  | 2室2厅 | 76.38平米 | 东北 | 其他 | 有电梯,358,芳村大道,单价46871元/平米
亚运城媒体南村  | 2室2厅 | 84.17平米 | 东南 | 其他,230,亚运城,单价27326元/平米
富力现代广场  | 3室2厅 | 116.1平米 | 东南 | 其他 | 有电梯,580,工业大道北,单价49957元/平米
尚东尚筑  | 3室2厅 | 87.5平米 | 北 | 其他 | 有电梯,280,市桥,单价32000元/平米
可逸名庭  | 3室1厅 | 106平米 | 西北 | 精装 | 无电梯,460,宝岗,单价43397元/平米
商业大道  | 3室2厅 | 97.52平米 | 北 | 简装,85,旧区,单价8717元/平米
新市花园一期  | 2室1厅 | 82.04平米 | 南 | 简装 | 无电梯,185,新市,单价22550元/平米
云东小区  | 1室1厅 | 50平米 | 北 | 简装 | 无电梯,155,同和,单价31000元/平米
宝华路十五甫正街  | 2室1厅 | 93.2平米 | 东 | 其他,400,西关,单价42919元/平米
时代玫瑰园  | 3室2厅 | 108平米 | 北 | 其他 | 有电梯,453.6,白云大道北,单价42000元/平米
华建大厦  | 3室2厅 | 112.13平米 | 南 北 | 简装 | 有电梯,730,天河公园,单价65104元/平米
华南碧桂园翠宏台  | 3室2厅 | 133平米 | 西北 | 简装 | 无电梯,548,华南,单价41204元/平米
一品灏景  | 3室2厅 | 116.7平米 | 南 | 简装 | 有电梯,325,市桥,单价27850元/平米
珠岛花园  | 3室3厅 | 108.7平米 | 北 | 简装 | 有电梯,370,大坦沙,单价34039元/平米
半山雍景苑  | 3室2厅 | 86平米 | 南 | 简装 | 有电梯,430,五山,单价50000元/平米
珠岛花园  | 5室2厅 | 146.86平米 | 南 | 其他 | 有电梯,480,大坦沙,单价32685元/平米
宏宇广场罗马假日  | 3室2厅 | 97平米 | 东南 | 精装,440,宝岗,单价45361元/平米
广东外语职业艺术学院五山校区  | 3室2厅 | 86.26平米 | 南 | 其他 | 无电梯,345,东莞庄,单价39996元/平米
华建小区  | 4室2厅 | 123平米 | 西南 | 其他,620,天河公园,单价50407元/平米
骏景花园  | 5室2厅 | 231平米 | 南 北 | 简装 | 有电梯,1060,棠下,单价45888元/平米
华景新城陶然庭园  | 4室2厅 | 135.44平米 | 南 | 精装 | 有电梯,840,华景新城,单价62021元/平米
新世界东逸花园  | 3室2厅 | 126平米 | 东北 | 精装,800,天河公园,单价63493元/平米
金田花苑  | 3室2厅 | 123.4平米 | 东北 | 其他 | 有电梯,770,天河北,单价62399元/平米
愉景雅苑  | 3室2厅 | 99.7平米 | 南 | 精装,590,新港西,单价59178元/平米
白云高尔夫花园东区  | 4室2厅 | 98.5平米 | 东 | 其他,340,黄石路,单价34518元/平米
华南碧桂园翠山蓝天苑  | 3室2厅 | 156平米 | 东 | 精装 | 有电梯,520,华南,单价33334元/平米
广州雅居乐花园剑桥郡  | 3室2厅 | 130平米 | 西北 | 其他 | 有电梯,510,华南,单价39231元/平米
金雅苑  | 2室2厅 | 72.81平米 | 北 | 简装,380,滨江东,单价52191元/平米
中怡城市花园  | 1室1厅 | 43平米 | 西 | 简装 | 有电梯,320,天河北,单价74419元/平米
春晖苑  | 2室2厅 | 68.07平米 | 南 | 其他 | 有电梯,240,白云大道北,单价35258元/平米
康乐园  | 3室2厅 | 105平米 | 南 | 其他 | 无电梯,250,市桥,单价23810元/平米
锦绣香江花园第8期  | 3室2厅 | 139平米 | 南 北 | 其他 | 有电梯,680,华南,单价48921元/平米
美心花园  | 3室1厅 | 77.8平米 | 南 | 其他 | 无电梯,145,市桥,单价18638元/平米
雅居乐城南源著  | 3室2厅 | 95平米 | 东 | 其他 | 有电梯,318,沙湾,单价33474元/平米
映月翠庭  | 3室2厅 | 107平米 | 南 | 简装 | 有电梯,345,市桥,单价32243元/平米
盈彩美居  | 3室2厅 | 86.7平米 | 东南 | 简装 | 有电梯,380,东圃,单价43830元/平米
东晖花园  | 2室2厅 | 66.98平米 | 北 | 其他 | 有电梯,430,天河公园,单价64199元/平米
荟雅苑  | 3室2厅 | 104.83平米 | 西北 | 简装 | 有电梯,680,天河北,单价64867元/平米
南国奥林匹克花园雅典  | 5室2厅 | 179.3平米 | 南 | 其他 | 无电梯,500,华南,单价27887元/平米
祈福新村青怡居  | 3室2厅 | 105.29平米 | 北 | 简装 | 无电梯,262,祈福,单价24884元/平米
泓景花园  | 2室1厅 | 72平米 | 东北 | 简装,520,赤岗,单价72223元/平米
丽江花园左岸  | 3室1厅 | 129平米 | 西南 | 其他 | 有电梯,475,南浦,单价36822元/平米
前进路聚龙新街  | 3室1厅 | 70.09平米 | 西南 | 简装,259,前进路,单价36953元/平米
祈福新村倚云居  | 3室2厅 | 107平米 | 北 | 简装 | 有电梯,295,祈福,单价27571元/平米
岭南新世界  | 3室2厅 | 108.32平米 | 南 | 其他 | 有电梯,520,白云大道北,单价48006元/平米
又一居花园  | 2室2厅 | 77.53平米 | 东北 | 简装,275,机场路,单价35471元/平米
恒荔湾畔  | 2室1厅 | 74.06平米 | 西北 | 其他 | 有电梯,370,芳村大道,单价49960元/平米
时尚明苑  | 3室2厅 | 86.31平米 | 西 | 精装 | 有电梯,415,车陂,单价48083元/平米
旭景家园C区  | 3室2厅 | 90.31平米 | 东 | 其他 | 有电梯,338,东圃,单价37427元/平米
鸿城花园  | 3室2厅 | 108平米 | 东北 | 其他 | 有电梯,245,市桥,单价22686元/平米
港禺坊电脑城  | 3室2厅 | 111.1平米 | 南 | 其他 | 无电梯,138,市桥,单价12422元/平米
汇侨新城北区  | 3室2厅 | 97.08平米 | 西南 | 其他,280,新市,单价28843元/平米
南国奥林匹克花园悉尼  | 4室2厅 | 86.36平米 | 南 | 其他 | 有电梯,268,华南,单价31033元/平米
南天广场  | 3室2厅 | 101.91平米 | 南 | 其他 | 有电梯,570,珠江新城西,单价55932元/平米
芳村花园  | 3室2厅 | 96平米 | 南 | 其他,340,龙溪,单价35417元/平米
恒荔湾畔  | 3室2厅 | 97平米 | 西北 | 简装 | 有电梯,490,芳村大道,单价50516元/平米
东怡新区东雅园  | 4室2厅 | 120.9平米 | 北 | 其他 | 有电梯,300,市桥,单价24814元/平米
锦绣生态园春满园  | 3室2厅 | 95平米 | 北 | 其他 | 无电梯,240,钟村,单价25264元/平米
祈福万景峰  | 2室1厅 | 75.42平米 | 北 | 其他 | 有电梯,158,铁路西,单价20950元/平米
天誉花园  | 3室2厅 | 143平米 | 北 | 简装 | 有电梯,880,天河北,单价61539元/平米
锦绣生态园春满园  | 3室2厅 | 95平米 | 北 | 其他 | 无电梯,240,钟村,单价25264元/平米
丽江花园左岸  | 3室1厅 | 126平米 | 东北 | 其他 | 有电梯,500,南浦,单价39683元/平米
黄埔花园  | 3室2厅 | 91平米 | 北 | 其他 | 有电梯,410,区府,单价45055元/平米
祈福新村青怡居  | 3室2厅 | 105平米 | 北 | 其他 | 无电梯,290,祈福,单价27620元/平米
祈福新村青怡居  | 4室2厅 | 108.9平米 | 北 | 其他,268,祈福,单价24610元/平米
城央御景  | 3室2厅 | 94平米 | 北 | 其他 | 有电梯,208,铁路西,单价22128元/平米
骏景花园  | 3室2厅 | 106平米 | 南 | 简装,552,棠下,单价52076元/平米
都府小区锦荣街  | 1室1厅 | 44.9平米 | 东 西 | 精装,205,北京路,单价45658元/平米
合生湖山国际  | 4室3厅 | 287.63平米 | 南 北 | 精装 | 有电梯,618.4,新塘,单价21500元/平米
华师大学宿舍西区  | 2室1厅 | 59平米 | 南 北 | 其他,315,五山,单价53390元/平米
新安苑  | 3室2厅 | 82平米 | 东南 | 精装 | 无电梯,225,区府,单价27440元/平米
碧桂园凤凰城凤仪苑  | 3室2厅 | 104.85平米 | 北 | 其他 | 无电梯,230,新塘,单价21937元/平米
恒骏花园  | 1室1厅 | 39.26平米 | 东 西 | 精装 | 有电梯,200,同和,单价50943元/平米
碧桂园凤凰城凤馨苑  | 2室2厅 | 98.71平米 | 北 | 精装 | 有电梯,240,新塘,单价24314元/平米
华景新城翡翠居  | 3室2厅 | 79平米 | 南 北 | 精装 | 无电梯,325,华景新城,单价41140元/平米
双子星城  | 4室2厅 | 76平米 | 北 | 简装 | 有电梯,308,新港西,单价40527元/平米
骏景花园  | 2室2厅 | 89平米 | 南 | 其他,490,棠下,单价55057元/平米
万科城市花园  | 3室2厅 | 114平米 | 东南 | 精装 | 有电梯,420,区府,单价36843元/平米
吉兴大厦  | 3室1厅 | 78.2平米 | 东 | 简装,195,机场路,单价24937元/平米
骏御华庭  | 2室1厅 | 46.87平米 | 南 | 精装 | 有电梯,169,机场路,单价36058元/平米
晓翠苑闲情居  | 2室1厅 | 62.63平米 | 西北 | 其他 | 无电梯,155,机场路,单价24749元/平米
广信白兰花园  | 2室1厅 | 72平米 | 南 北 | 简装 | 无电梯,265,广园路,单价36806元/平米
远景新苑  | 2室2厅 | 66.24平米 | 南 | 简装 | 无电梯,155,机场路,单价23400元/平米
民航小区松云街  | 2室2厅 | 75.15平米 | 北 | 其他 | 有电梯,215,机场路,单价28610元/平米
晓翠苑闲情居  | 2室1厅 | 52.32平米 | 东南 | 其他 | 无电梯,120,机场路,单价22936元/平米
汇侨新城北区  | 2室1厅 | 79.68平米 | 北 | 其他 | 有电梯,220,新市,单价27611元/平米
石化生活区  | 3室2厅 | 78.59平米 | 南 北 | 简装 | 无电梯,190,区府,单价24177元/平米
金碧世纪花园  | 2室2厅 | 71.79平米 | 北 | 简装 | 有电梯,270,区府,单价37610元/平米
碧桂园凤凰城凤妍苑  | 2室2厅 | 97.34平米 | 南 | 简装 | 有电梯,215,新塘,单价22088元/平米
晓翠苑闲情居  | 2室1厅 | 52.32平米 | 东南 | 其他 | 无电梯,120,机场路,单价22936元/平米
汇侨新城北区  | 2室1厅 | 79.68平米 | 北 | 其他 | 有电梯,220,新市,单价27611元/平米
丽景湾  | 2室2厅 | 82.54平米 | 东南 | 精装 | 有电梯,510,滨江东,单价61789元/平米
石化生活区  | 3室2厅 | 78.59平米 | 南 北 | 简装 | 无电梯,190,区府,单价24177元/平米
金碧世纪花园  | 2室2厅 | 71.79平米 | 北 | 简装 | 有电梯,270,区府,单价37610元/平米
碧桂园凤凰城凤妍苑  | 2室2厅 | 97.34平米 | 南 | 简装 | 有电梯,215,新塘,单价22088元/平米
春庭花园  | 3室1厅 | 76.09平米 | 东南 | 简装 | 无电梯,150,白云大道北,单价19714元/平米
盈彩美居  | 3室2厅 | 96.61平米 | 东南 | 精装,410,东圃,单价42439元/平米
又一居花园  | 3室1厅 | 90.3平米 | 南 | 其他,320,机场路,单价35438元/平米
景泰新村景泰西三巷  | 2室1厅 | 69平米 | 南 | 简装,175,广园路,单价25363元/平米
金碧新城  | 2室1厅 | 62.87平米 | 南 | 精装 | 有电梯,230,石井,单价36584元/平米
叠翠台  | 3室2厅 | 115.18平米 | 东 | 精装 | 有电梯,650,天河公园,单价56434元/平米
富力千禧花园  | 3室2厅 | 115.19平米 | 北 | 其他 | 有电梯,700,新港西,单价60770元/平米
华景新城翠安侬苑  | 4室2厅 | 170平米 | 西南 | 简装 | 有电梯,880,华景新城,单价51765元/平米
新世界东逸花园  | 3室2厅 | 119平米 | 北 | 其他 | 有电梯,960,天河公园,单价80673元/平米
华南碧桂园翠山蓝天苑  | 7室2厅 | 280平米 | 东南 | 其他 | 有电梯,1120,华南,单价40000元/平米
富力桃园  | 4室2厅 | 160平米 | 南 北 | 其他 | 有电梯,540,罗冲围,单价33750元/平米
华康居  | 3室2厅 | 89.06平米 | 南 北 | 其他 | 有电梯,370,陈家祠,单价41546元/平米
裕丰新村  | 4室2厅 | 159.96平米 | 南 | 其他,300,亚运城,单价18755元/平米
碧桂园凤凰城凤馨苑  | 3室2厅 | 100.6平米 | 南 | 其他 | 有电梯,255,新塘,单价25348元/平米
穗园小区  | 3室2厅 | 109平米 | 东北 | 简装 | 有电梯,600,天润路,单价55046元/平米
广信豪景大厦  | 3室2厅 | 126.49平米 | 北 | 简装,660,五羊新城,单价52179元/平米
橡树园  | 3室2厅 | 103.6平米 | 南 | 简装 | 有电梯,420,沙太南,单价40541元/平米
翠城花园  | 3室2厅 | 92平米 | 南 北 | 精装 | 有电梯,470,江燕路,单价51087元/平米
保利白云山庄傲云居  | 3室2厅 | 175.03平米 | 南 | 精装 | 无电梯,650,白云大道北,单价37137元/平米
官洲北苑  | 3室1厅 | 123平米 | 南 北 | 其他,370,官洲,单价30082元/平米
水荫一横路  | 3室1厅 | 53.38平米 | 西南 | 简装,150,水荫,单价28101元/平米
双子星城  | 2室2厅 | 50平米 | 南 | 简装 | 有电梯,258,新港西,单价51600元/平米
云裳丽影  | 3室2厅 | 87平米 | 北 | 精装 | 有电梯,395,同和,单价45403元/平米
金碧雅苑  | 3室2厅 | 98.21平米 | 东南 | 其他 | 有电梯,420,白云大道北,单价42766元/平米
西华路  | 3室2厅 | 62平米 | 东 | 精装 | 无电梯,250,西华路,单价40323元/平米
先烈中路81号大院  | 2室1厅 | 55平米 | 东南 | 其他 | 无电梯,288,黄花岗,单价52364元/平米
东成花苑  | 3室2厅 | 104.84平米 | 南 北 | 简装 | 无电梯,425,天河公园,单价40538元/平米
天河鸿运花园  | 2室1厅 | 83.8平米 | 东 西 | 简装 | 无电梯,295,天河公园,单价35203元/平米
时代玫瑰园  | 3室2厅 | 130平米 | 南 | 其他 | 有电梯,505,白云大道北,单价38847元/平米
新世界东逸花园  | 3室2厅 | 126平米 | 东南 | 精装 | 有电梯,882,天河公园,单价70000元/平米
翡翠绿洲森林半岛  | 3室2厅 | 146平米 | 西 | 简装 | 有电梯,295,新塘,单价20206元/平米
珠江俊园  | 4室2厅 | 131.71平米 | 东 | 简装 | 有电梯,835,华景新城,单价63397元/平米
国龙大厦  | 3室1厅 | 108平米 | 东 | 其他 | 有电梯,486,小北,单价45000元/平米
保利百合花园雅园  | 3室2厅 | 93.26平米 | 南 北 | 其他 | 有电梯,465,江燕路,单价49861元/平米
